graph_type,cap_type,n,d,hi,seed,m,median_time,flow,graph_file
layered,int,1000,4,511,0,5674,0.00077020000000000,1750,layered_n1000_d4_hi511_seed0.max
layered,int,1000,4,511,1,5659,0.00085400000000000,1522,layered_n1000_d4_hi511_seed1.max
layered,int,1000,4,511,2,5666,0.00084070000000000,1735,layered_n1000_d4_hi511_seed2.max
layered,int,1000,4,1023,0,5648,0.00081300000000000,2742,layered_n1000_d4_hi1023_seed0.max
layered,int,1000,4,1023,1,5657,0.00108690000000000,4839,layered_n1000_d4_hi1023_seed1.max
layered,int,1000,4,1023,2,5633,0.00087380000000000,2711,layered_n1000_d4_hi1023_seed2.max
layered,int,1000,4,2047,0,5649,0.00092760000000000,6103,layered_n1000_d4_hi2047_seed0.max
layered,int,1000,4,2047,1,5640,0.00102850000000000,8919,layered_n1000_d4_hi2047_seed1.max
layered,int,1000,4,2047,2,5658,0.00089980000000000,4663,layered_n1000_d4_hi2047_seed2.max
layered,int,1000,4,4095,0,5670,0.00106170000000000,11758,layered_n1000_d4_hi4095_seed0.max
layered,int,1000,4,4095,1,5638,0.00116740000000000,17078,layered_n1000_d4_hi4095_seed1.max
layered,int,1000,4,4095,2,5646,0.00099480000000000,8568,layered_n1000_d4_hi4095_seed2.max
layered,int,1000,8,255,0,11311,0.00257010000000000,2401,layered_n1000_d8_hi255_seed0.max
layered,int,1000,8,255,1,11287,0.00260850000000000,2274,layered_n1000_d8_hi255_seed1.max
layered,int,1000,8,255,2,11289,0.00237770000000000,2311,layered_n1000_d8_hi255_seed2.max
layered,int,1000,8,511,0,11293,0.00257670000000000,4061,layered_n1000_d8_hi511_seed0.max
layered,int,1000,8,511,1,11297,0.00233850000000000,4128,layered_n1000_d8_hi511_seed1.max
layered,int,1000,8,511,2,11283,0.00237090000000000,4264,layered_n1000_d8_hi511_seed2.max
layered,int,1000,8,1023,0,11296,0.00250270000000000,7747,layered_n1000_d8_hi1023_seed0.max
layered,int,1000,8,1023,1,11277,0.00256710000000000,7988,layered_n1000_d8_hi1023_seed1.max
layered,int,1000,8,1023,2,11294,0.00261000000000000,9421,layered_n1000_d8_hi1023_seed2.max
layered,int,1000,8,2047,0,11283,0.00286270000000000,14671,layered_n1000_d8_hi2047_seed0.max
layered,int,1000,8,2047,1,11282,0.00237720000000000,14457,layered_n1000_d8_hi2047_seed1.max
layered,int,1000,8,2047,2,11273,0.00284340000000000,18330,layered_n1000_d8_hi2047_seed2.max
layered,int,1000,8,4095,0,11279,0.00247390000000000,28014,layered_n1000_d8_hi4095_seed0.max
layered,int,1000,8,4095,1,11306,0.00267470000000000,27393,layered_n1000_d8_hi4095_seed1.max
layered,int,1000,8,4095,2,11315,0.00267760000000000,35201,layered_n1000_d8_hi4095_seed2.max
layered,int,1000,16,255,0,22568,0.00669220000000000,4402,layered_n1000_d16_hi255_seed0.max
layered,int,1000,16,255,1,22552,0.00703910000000000,4218,layered_n1000_d16_hi255_seed1.max
layered,int,1000,16,255,2,22540,0.00726360000000000,4393,layered_n1000_d16_hi255_seed2.max
layered,int,1000,16,511,0,22548,0.00715780000000000,6799,layered_n1000_d16_hi511_seed0.max
layered,int,1000,16,511,1,22558,0.00797030000000000,6658,layered_n1000_d16_hi511_seed1.max
layered,int,1000,16,511,2,22546,0.00671240000000000,6586,layered_n1000_d16_hi511_seed2.max
layered,int,1000,16,1023,0,22539,0.00823820000000000,12256,layered_n1000_d16_hi1023_seed0.max
layered,int,1000,16,1023,1,22556,0.00777820000000000,12711,layered_n1000_d16_hi1023_seed1.max
layered,int,1000,16,1023,2,22555,0.00645220000000000,11922,layered_n1000_d16_hi1023_seed2.max
layered,int,1000,16,2047,0,22553,0.00679270000000000,18724,layered_n1000_d16_hi2047_seed0.max
layered,int,1000,16,2047,1,22537,0.00780810000000000,24169,layered_n1000_d16_hi2047_seed1.max
layered,int,1000,16,2047,2,22573,0.00699240000000000,20807,layered_n1000_d16_hi2047_seed2.max
layered,int,1000,16,4095,0,22531,0.00851080000000000,48507,layered_n1000_d16_hi4095_seed0.max
layered,int,1000,16,4095,1,22552,0.00731180000000000,35574,layered_n1000_d16_hi4095_seed1.max
layered,int,1000,16,4095,2,22563,0.00693010000000000,38581,layered_n1000_d16_hi4095_seed2.max
layered,int,1000,32,255,0,35631,0.01037760000000000,4176,layered_n1000_d32_hi255_seed0.max
layered,int,1000,32,255,1,35611,0.01011920000000000,4096,layered_n1000_d32_hi255_seed1.max
layered,int,1000,32,255,2,35623,0.01162400000000000,4242,layered_n1000_d32_hi255_seed2.max
layered,int,1000,32,511,0,35599,0.01084860000000000,6220,layered_n1000_d32_hi511_seed0.max
layered,int,1000,32,511,1,35617,0.01184980000000000,6738,layered_n1000_d32_hi511_seed1.max
layered,int,1000,32,511,2,35602,0.01044690000000000,6937,layered_n1000_d32_hi511_seed2.max
layered,int,1000,32,1023,0,35607,0.00934680000000000,11105,layered_n1000_d32_hi1023_seed0.max
layered,int,1000,32,1023,1,35591,0.01584540000000000,13764,layered_n1000_d32_hi1023_seed1.max
layered,int,1000,32,1023,2,35624,0.01124880000000000,12264,layered_n1000_d32_hi1023_seed2.max
layered,int,1000,32,2047,0,35618,0.01067550000000000,24151,layered_n1000_d32_hi2047_seed0.max
layered,int,1000,32,2047,1,35617,0.01126130000000000,20896,layered_n1000_d32_hi2047_seed1.max
layered,int,1000,32,2047,2,35622,0.01032310000000000,22522,layered_n1000_d32_hi2047_seed2.max
layered,int,1000,32,4095,0,35610,0.01053380000000000,40525,layered_n1000_d32_hi4095_seed0.max
layered,int,1000,32,4095,1,35623,0.00997390000000000,43512,layered_n1000_d32_hi4095_seed1.max
layered,int,1000,32,4095,2,35595,0.01174180000000000,40544,layered_n1000_d32_hi4095_seed2.max
layered,int,1000,64,255,0,41162,0.01010920000000000,4081,layered_n1000_d64_hi255_seed0.max
layered,int,1000,64,255,1,41162,0.01137190000000000,4104,layered_n1000_d64_hi255_seed1.max
layered,int,1000,64,255,2,41162,0.01040890000000000,4204,layered_n1000_d64_hi255_seed2.max
layered,int,1000,64,511,0,41162,0.01040900000000000,6986,layered_n1000_d64_hi511_seed0.max
layered,int,1000,64,511,1,41162,0.01114500000000000,7846,layered_n1000_d64_hi511_seed1.max
layered,int,1000,64,511,2,41162,0.01254570000000000,6846,layered_n1000_d64_hi511_seed2.max
layered,int,1000,64,1023,0,41162,0.01143290000000000,13151,layered_n1000_d64_hi1023_seed0.max
layered,int,1000,64,1023,1,41162,0.01095390000000000,12296,layered_n1000_d64_hi1023_seed1.max
layered,int,1000,64,1023,2,41162,0.01319300000000000,12005,layered_n1000_d64_hi1023_seed2.max
layered,int,1000,64,2047,0,41162,0.01277340000000000,24234,layered_n1000_d64_hi2047_seed0.max
layered,int,1000,64,2047,1,41162,0.01255990000000000,20635,layered_n1000_d64_hi2047_seed1.max
layered,int,1000,64,2047,2,41162,0.01012530000000000,25564,layered_n1000_d64_hi2047_seed2.max
layered,int,1000,64,4095,0,41162,0.01388410000000000,42338,layered_n1000_d64_hi4095_seed0.max
layered,int,1000,64,4095,1,41162,0.01206020000000000,42622,layered_n1000_d64_hi4095_seed1.max
layered,int,1000,64,4095,2,41162,0.01361060000000000,43943,layered_n1000_d64_hi4095_seed2.max
layered,irrational,1000,4,1023,0,5646,0.00130310000000000,1904.423223,layered_n1000_d4_hi1023_seed0.max
layered,irrational,1000,4,1023,1,5648,0.00125050000000000,198.074508,layered_n1000_d4_hi1023_seed1.max
layered,irrational,1000,4,1023,2,5646,0.00131640000000000,383.719385,layered_n1000_d4_hi1023_seed2.max
layered,irrational,1000,8,1023,0,11275,0.00222260000000000,2923.210084,layered_n1000_d8_hi1023_seed0.max
layered,irrational,1000,8,1023,1,11277,0.00271710000000000,4393.302401,layered_n1000_d8_hi1023_seed1.max
layered,irrational,1000,8,1023,2,11269,0.00236990000000000,2051.012356,layered_n1000_d8_hi1023_seed2.max
layered,irrational,1000,16,1023,0,22539,0.00816160000000000,4791.785648,layered_n1000_d16_hi1023_seed0.max
layered,irrational,1000,16,1023,1,22535,0.00768860000000000,5329.257584,layered_n1000_d16_hi1023_seed1.max
layered,irrational,1000,16,1023,2,22538,0.00847920000000000,4042.887517,layered_n1000_d16_hi1023_seed2.max
layered,irrational,1000,32,1023,0,35614,0.01463440000000000,4053.795891,layered_n1000_d32_hi1023_seed0.max
layered,irrational,1000,32,1023,1,35618,0.01334890000000000,6618.420905,layered_n1000_d32_hi1023_seed1.max
layered,irrational,1000,32,1023,2,35620,0.01406770000000000,4990.100571,layered_n1000_d32_hi1023_seed2.max
layered,irrational,1000,64,1023,0,41162,0.01062490000000000,3178.830832,layered_n1000_d64_hi1023_seed0.max
layered,irrational,1000,64,1023,1,41162,0.01215760000000000,3682.107775,layered_n1000_d64_hi1023_seed1.max
layered,irrational,1000,64,1023,2,41162,0.01495660000000000,4360.842742,layered_n1000_d64_hi1023_seed2.max
layered,rational,1000,4,1023,0,5653,0.00118520000000000,503429/840,layered_n1000_d4_hi1023_seed0.max
layered,rational,1000,4,1023,1,5659,0.00215360000000000,41681537/74256,layered_n1000_d4_hi1023_seed1.max
layered,rational,1000,4,1023,2,5653,0.00128740000000000,1917813/4940,layered_n1000_d4_hi1023_seed2.max
layered,rational,1000,8,1023,0,11275,0.00276320000000000,332601569/471240,layered_n1000_d8_hi1023_seed0.max
layered,rational,1000,8,1023,1,11288,0.00419770000000000,13687887/7280,layered_n1000_d8_hi1023_seed1.max
layered,rational,1000,8,1023,2,11298,0.00716540000000000,8448187/4845,layered_n1000_d8_hi1023_seed2.max
layered,rational,1000,16,1023,0,22539,0.00940250000000000,16527653/8190,layered_n1000_d16_hi1023_seed0.max
layered,rational,1000,16,1023,1,22561,0.00983470000000000,905499769/622440,layered_n1000_d16_hi1023_seed1.max
layered,rational,1000,16,1023,2,22542,0.00876770000000000,1224.589001,layered_n1000_d16_hi1023_seed2.max
layered,rational,1000,32,1023,0,35599,0.01399870000000000,15548905/10296,layered_n1000_d32_hi1023_seed0.max
layered,rational,1000,32,1023,1,35624,0.01485730000000000,1568822147/1279080,layered_n1000_d32_hi1023_seed1.max
layered,rational,1000,32,1023,2,35625,0.01923980000000000,2171.682035,layered_n1000_d32_hi1023_seed2.max
layered,rational,1000,64,1023,0,41162,0.01553690000000000,2004258239/1711710,layered_n1000_d64_hi1023_seed0.max
layered,rational,1000,64,1023,1,41162,0.01910050000000000,272497643/123760,layered_n1000_d64_hi1023_seed1.max
layered,rational,1000,64,1023,2,41162,0.01687330000000000,7808197/3080,layered_n1000_d64_hi1023_seed2.max
layered,unit,1000,4,1023,0,5634,0.00051940000000000,6,layered_n1000_d4_hi1023_seed0.max
layered,unit,1000,4,1023,1,5641,0.00054030000000000,6,layered_n1000_d4_hi1023_seed1.max
layered,unit,1000,4,1023,2,5657,0.00070550000000000,6,layered_n1000_d4_hi1023_seed2.max
layered,unit,1000,8,1023,0,11278,0.00135890000000000,12,layered_n1000_d8_hi1023_seed0.max
layered,unit,1000,8,1023,1,11270,0.00138350000000000,12,layered_n1000_d8_hi1023_seed1.max
layered,unit,1000,8,1023,2,11284,0.00108090000000000,12,layered_n1000_d8_hi1023_seed2.max
layered,unit,1000,16,1023,0,22544,0.00243230000000000,22,layered_n1000_d16_hi1023_seed0.max
layered,unit,1000,16,1023,1,22579,0.00234860000000000,22,layered_n1000_d16_hi1023_seed1.max
layered,unit,1000,16,1023,2,22546,0.00229900000000000,22,layered_n1000_d16_hi1023_seed2.max
layered,unit,1000,32,1023,0,35625,0.00335370000000000,22,layered_n1000_d32_hi1023_seed0.max
layered,unit,1000,32,1023,1,35613,0.00314440000000000,22,layered_n1000_d32_hi1023_seed1.max
layered,unit,1000,32,1023,2,35637,0.00400910000000000,22,layered_n1000_d32_hi1023_seed2.max
layered,unit,1000,64,1023,0,41162,0.00335890000000000,22,layered_n1000_d64_hi1023_seed0.max
layered,unit,1000,64,1023,1,41162,0.00324320000000000,22,layered_n1000_d64_hi1023_seed1.max
layered,unit,1000,64,1023,2,41162,0.00356110000000000,22,layered_n1000_d64_hi1023_seed2.max
